record_id,set_id,name,year,theme,subtheme,themeGroup,category,pieces,minifigs,agerange_min,US_retailPrice,bricksetURL,thumbnailURL,imageURL
1110,1034-1,Teachers Resource Set,1985,Dacta,Technic,Educational,Normal,1501.0,,,,https://brickset.com/sets/1034-1,https://images.brickset.com/sets/small/1034-1.jpg,https://images.brickset.com/sets/images/1034-1.jpg
1111,1036-1,Teacher's Guide to TECHNIC II,1985,Books,LEGO,Miscellaneous,Book,,,,,https://brickset.com/sets/1036-1,,
1112,1038-1,Universal Buggy - I,1985,Dacta,Technic,Educational,Normal,117.0,,9.0,,https://brickset.com/sets/1038-1,https://images.brickset.com/sets/small/1038-1.jpg,https://images.brickset.com/sets/images/1038-1.jpg
1113,1049-1,Ships,1985,Dacta,,Educational,Normal,241.0,3.0,,,https://brickset.com/sets/1049-1,https://images.brickset.com/sets/small/1049-1.jpg,https://images.brickset.com/sets/images/1049-1.jpg
1114,1056-1,Basic School Pack - Topical/Thematic work,1985,Dacta,,Educational,Normal,809.0,,,,https://brickset.com/sets/1056-1,https://images.brickset.com/sets/small/1056-1.jpg,https://images.brickset.com/sets/images/1056-1.jpg
1115,1063-1,Community Workers,1985,Dacta,Town,Educational,Normal,115.0,24.0,,,https://brickset.com/sets/1063-1,https://images.brickset.com/sets/small/1063-1.jpg,https://images.brickset.com/sets/images/1063-1.jpg
1116,1065-1,House Accessories,1985,Dacta,,Educational,Normal,184.0,,,,https://brickset.com/sets/1065-1,https://images.brickset.com/sets/small/1065-1.jpg,https://images.brickset.com/sets/images/1065-1.jpg
1117,1085-1,Large Baseplate 48 x 48,1985,Dacta,,Educational,Normal,1.0,,,,https://brickset.com/sets/1085-1,,
1118,1087-1,6 Lego Baseplates 8 x 16 Green,1985,Dacta,,Educational,Normal,6.0,,,,https://brickset.com/sets/1087-1,https://images.brickset.com/sets/small/1087-1.jpg,https://images.brickset.com/sets/images/1087-1.jpg
1119,1089-1,Lego Basic Figures,1985,Dacta,,Educational,Normal,24.0,24.0,,,https://brickset.com/sets/1089-1,https://images.brickset.com/sets/small/1089-1.jpg,https://images.brickset.com/sets/images/1089-1.jpg
1120,1512-2,Basic Set with Storage Case,1985,Basic,Universal Building Set,Basic,Normal,99.0,1.0,,,https://brickset.com/sets/1512-2,,
1121,1520-1,Basic Building Set with Storage Case,1985,Basic,,Basic,Normal,210.0,1.0,,,https://brickset.com/sets/1520-1,https://images.brickset.com/sets/small/1520-1.jpg,https://images.brickset.com/sets/images/1520-1.jpg
1122,1537-2,Rattle Round with Ball,1985,Duplo,,Pre-school,Normal,,,,,https://brickset.com/sets/1537-2,,
1123,1538-2,Building Bricks,1985,Duplo,,Pre-school,Normal,10.0,,,,https://brickset.com/sets/1538-2,,
1124,1539-2,Building Bricks with Figure,1985,Duplo,,Pre-school,Normal,10.0,,,,https://brickset.com/sets/1539-2,,
1125,1546-1,Aircraft,1985,Universal Building Set,,Basic,Normal,26.0,1.0,,,https://brickset.com/sets/1546-1,https://images.brickset.com/sets/small/1546-1.jpg,https://images.brickset.com/sets/images/1546-1.jpg
1126,1548-2,Helicopter,1985,Basic,,Basic,Normal,36.0,,,,https://brickset.com/sets/1548-2,https://images.brickset.com/sets/small/1548-2.jpg,https://images.brickset.com/sets/images/1548-2.jpg
1127,1550-2,Basic Set,1985,Duplo,,Pre-school,Normal,6.0,,,,https://brickset.com/sets/1550-2,https://images.brickset.com/sets/small/1550-2.jpg,https://images.brickset.com/sets/images/1550-2.jpg
1128,1551-1,Duck,1985,Basic,,Basic,Normal,6.0,,,,https://brickset.com/sets/1551-1,https://images.brickset.com/sets/small/1551-1.jpg,https://images.brickset.com/sets/images/1551-1.jpg
1129,1552-1,Maersk Truck and Trailer Unit,1985,Town,Special,Modern day,Normal,352.0,1.0,,,https://brickset.com/sets/1552-1,https://images.brickset.com/sets/small/1552-1.jpg,https://images.brickset.com/sets/images/1552-1.jpg
1130,1560-3,Basic Building Set,1985,Basic,Universal Building Set,Basic,Normal,27.0,,,,https://brickset.com/sets/1560-3,https://images.brickset.com/sets/small/1560-3.jpg,https://images.brickset.com/sets/images/1560-3.jpg
1131,1562-2,Basic Building Set,1985,Basic,,Basic,Normal,32.0,,,,https://brickset.com/sets/1562-2,https://images.brickset.com/sets/small/1562-2.jpg,https://images.brickset.com/sets/images/1562-2.jpg
1132,1655-1,Viking Line Ferry,1985,Promotional,Ferries,Miscellaneous,Normal,176.0,,,,https://brickset.com/sets/1655-1,https://images.brickset.com/sets/small/1655-1.jpg,https://images.brickset.com/sets/images/1655-1.jpg
1133,1957-1,Building Set with Storage Bunny,1985,Duplo,,Pre-school,Normal,29.0,2.0,,,https://brickset.com/sets/1957-1,,
1134,1958-2,Basic Model,1985,Duplo,,Pre-school,Normal,5.0,1.0,,,https://brickset.com/sets/1958-2,,
1135,1959-2,Basic Model,1985,Duplo,,Pre-school,Normal,5.0,1.0,,,https://brickset.com/sets/1959-2,,
1136,1960-2,Special Value Set,1985,Basic,Universal Building Set,Basic,Normal,96.0,1.0,,,https://brickset.com/sets/1960-2,,
1137,1961-1,Basic Set with Storage Case,1985,Basic,,Basic,Normal,,,,,https://brickset.com/sets/1961-1,,
1138,1962-1,Basic Building Set,1985,Basic,,Basic,Normal,211.0,1.0,,,https://brickset.com/sets/1962-1,https://images.brickset.com/sets/small/1962-1.jpg,https://images.brickset.com/sets/images/1962-1.jpg
1139,1964-1,Basic Building Set,1985,Basic,,Basic,Normal,27.0,,,,https://brickset.com/sets/1964-1,,
1140,1965-1,"Building Set, Trial Size Offer",1985,Basic,,Basic,Normal,32.0,1.0,,,https://brickset.com/sets/1965-1,https://images.brickset.com/sets/small/1965-1.jpg,https://images.brickset.com/sets/images/1965-1.jpg
1141,1966-1,Car Repair Shop,1985,Town,Special,Modern day,Normal,296.0,2.0,,,https://brickset.com/sets/1966-1,https://images.brickset.com/sets/small/1966-1.jpg,https://images.brickset.com/sets/images/1966-1.jpg
1142,1967-2,Town Value Pack,1985,Town,Bonus/Value Pack,Modern day,Collection,149.0,,,,https://brickset.com/sets/1967-2,https://images.brickset.com/sets/small/1967-2.jpg,https://images.brickset.com/sets/images/1967-2.jpg
1143,1968-1,(Unnamed),1985,Space,Classic,Action/Adventure,Normal,193.0,2.0,,,https://brickset.com/sets/1968-1,https://images.brickset.com/sets/small/1968-1.jpg,https://images.brickset.com/sets/images/1968-1.jpg
1144,1969-2,Space Value Pack,1985,Space,Bonus/Value Pack,Action/Adventure,Collection,151.0,,,,https://brickset.com/sets/1969-2,https://images.brickset.com/sets/small/1969-2.jpg,https://images.brickset.com/sets/images/1969-2.jpg
1145,1972-1,Go-Kart,1985,Technic,,Technical,Normal,98.0,,,,https://brickset.com/sets/1972-1,https://images.brickset.com/sets/small/1972-1.jpg,https://images.brickset.com/sets/images/1972-1.jpg
1146,1975-1,Combi Pack,1985,Duplo,Bonus/Value Pack,Pre-school,Normal,,,,,https://brickset.com/sets/1975-1,,
1147,1997-1,Town Value Pack,1985,Town,Bonus/Value Pack,Modern day,Collection,97.0,,,,https://brickset.com/sets/1997-1,https://images.brickset.com/sets/small/1997-1.jpg,https://images.brickset.com/sets/images/1997-1.jpg
1148,1999-1,Space Value Pack,1985,Space,Bonus/Value Pack,Action/Adventure,Collection,84.0,,,,https://brickset.com/sets/1999-1,https://images.brickset.com/sets/small/1999-1.jpg,https://images.brickset.com/sets/images/1999-1.jpg
1149,2033-1,Clown Shape Sorter,1985,Duplo,Baby,Pre-school,Normal,7.0,,,,https://brickset.com/sets/2033-1,,
1150,2301-1,"Baseplates, Red",1985,Duplo,,Pre-school,Normal,2.0,,,,https://brickset.com/sets/2301-1,,
1151,2315-1,Pre-School Basic Building Set,1985,Duplo,,Pre-school,Normal,6.0,,,,https://brickset.com/sets/2315-1,,
1152,2403-1,Fire Chief Building Set,1985,Duplo,,Pre-school,Normal,4.0,1.0,,,https://brickset.com/sets/2403-1,,
1153,2412-1,Boat Yard Building Set,1985,Duplo,,Pre-school,Normal,10.0,2.0,,,https://brickset.com/sets/2412-1,,
1154,2610-1,Yellow Car,1985,Duplo,,Pre-school,Normal,2.0,1.0,,,https://brickset.com/sets/2610-1,,
1155,2611-1,Fire Engine,1985,Duplo,,Pre-school,Normal,3.0,1.0,,,https://brickset.com/sets/2611-1,,
1156,2629-1,Tractor and Farm Machinery,1985,Duplo,,Pre-school,Normal,7.0,1.0,,,https://brickset.com/sets/2629-1,https://images.brickset.com/sets/small/2629-1.jpg,https://images.brickset.com/sets/images/2629-1.jpg
1157,2631-1,Stunt Pilot and Plane,1985,Duplo,,Pre-school,Normal,2.0,1.0,,,https://brickset.com/sets/2631-1,,
1158,2647-1,Farm Animals,1985,Duplo,,Pre-school,Normal,17.0,1.0,,,https://brickset.com/sets/2647-1,https://images.brickset.com/sets/small/2647-1.jpg,https://images.brickset.com/sets/images/2647-1.jpg
1159,2655-1,Farm Set,1985,Duplo,,Pre-school,Normal,54.0,2.0,,,https://brickset.com/sets/2655-1,https://images.brickset.com/sets/small/2655-1.jpg,https://images.brickset.com/sets/images/2655-1.jpg
1160,3624-1,Flower Car,1985,Fabuland,,Junior,Normal,19.0,1.0,,,https://brickset.com/sets/3624-1,https://images.brickset.com/sets/small/3624-1.jpg,https://images.brickset.com/sets/images/3624-1.jpg
1161,3625-1,Sandy Seagull's Aeroplane,1985,Fabuland,,Junior,Normal,8.0,1.0,,,https://brickset.com/sets/3625-1,https://images.brickset.com/sets/small/3625-1.jpg,https://images.brickset.com/sets/images/3625-1.jpg
1162,3631-1,The Fabuland Big Band Peter Pig and Gabriel Gorilla,1985,Fabuland,,Junior,Normal,30.0,2.0,,,https://brickset.com/sets/3631-1,https://images.brickset.com/sets/small/3631-1.jpg,https://images.brickset.com/sets/images/3631-1.jpg
1163,3641-1,Car and Camper,1985,Fabuland,,Junior,Normal,22.0,1.0,,,https://brickset.com/sets/3641-1,https://images.brickset.com/sets/small/3641-1.jpg,https://images.brickset.com/sets/images/3641-1.jpg
1164,3642-1,Fire Engine,1985,Fabuland,,Junior,Normal,18.0,1.0,,,https://brickset.com/sets/3642-1,https://images.brickset.com/sets/small/3642-1.jpg,https://images.brickset.com/sets/images/3642-1.jpg
1165,3643-1,Police Van,1985,Fabuland,,Junior,Normal,9.0,2.0,,,https://brickset.com/sets/3643-1,https://images.brickset.com/sets/small/3643-1.jpg,https://images.brickset.com/sets/images/3643-1.jpg
1166,3660-1,Fisherman's Wharf,1985,Fabuland,,Junior,Normal,25.0,1.0,,,https://brickset.com/sets/3660-1,https://images.brickset.com/sets/small/3660-1.jpg,https://images.brickset.com/sets/images/3660-1.jpg
1167,3673-1,Paddle Steamer,1985,Fabuland,,Junior,Normal,61.0,3.0,,,https://brickset.com/sets/3673-1,https://images.brickset.com/sets/small/3673-1.jpg,https://images.brickset.com/sets/images/3673-1.jpg
1168,3681-1,Amusement Park,1985,Fabuland,,Junior,Normal,99.0,4.0,,,https://brickset.com/sets/3681-1,https://images.brickset.com/sets/small/3681-1.jpg,https://images.brickset.com/sets/images/3681-1.jpg
1169,3714-1,Workman and Barrow,1985,Fabuland,,Junior,Normal,6.0,1.0,,,https://brickset.com/sets/3714-1,https://images.brickset.com/sets/small/3714-1.jpg,https://images.brickset.com/sets/images/3714-1.jpg
1170,3715-1,Hannah's Flower Stand,1985,Fabuland,,Junior,Normal,14.0,1.0,,,https://brickset.com/sets/3715-1,https://images.brickset.com/sets/small/3715-1.jpg,https://images.brickset.com/sets/images/3715-1.jpg
1171,3716-1,Telephone,1985,Fabuland,,Junior,Normal,8.0,1.0,,,https://brickset.com/sets/3716-1,https://images.brickset.com/sets/small/3716-1.jpg,https://images.brickset.com/sets/images/3716-1.jpg
1172,3717-1,Mouse in a Tub Fishing,1985,Fabuland,,Junior,Normal,9.0,1.0,,,https://brickset.com/sets/3717-1,https://images.brickset.com/sets/small/3717-1.jpg,https://images.brickset.com/sets/images/3717-1.jpg
1173,3792-1,Bedroom,1985,Fabuland,,Junior,Normal,14.0,1.0,,,https://brickset.com/sets/3792-1,https://images.brickset.com/sets/small/3792-1.jpg,https://images.brickset.com/sets/images/3792-1.jpg
1174,3793-1,Boris Bulldog and Mailbox,1985,Fabuland,,Junior,Normal,12.0,1.0,,,https://brickset.com/sets/3793-1,https://images.brickset.com/sets/small/3793-1.jpg,https://images.brickset.com/sets/images/3793-1.jpg
1175,3794-1,Police Motorcycle,1985,Fabuland,,Junior,Normal,14.0,1.0,,,https://brickset.com/sets/3794-1,https://images.brickset.com/sets/small/3794-1.jpg,https://images.brickset.com/sets/images/3794-1.jpg
1176,3795-1,Catherine Cat in her Kitchen,1985,Fabuland,,Junior,Normal,28.0,1.0,,,https://brickset.com/sets/3795-1,https://images.brickset.com/sets/small/3795-1.jpg,https://images.brickset.com/sets/images/3795-1.jpg
1177,6011-1,Black Knight's Treasure,1985,Castle,Black Falcons,Historical,Normal,25.0,1.0,,,https://brickset.com/sets/6011-1,https://images.brickset.com/sets/small/6011-1.jpg,https://images.brickset.com/sets/images/6011-1.jpg
1178,6055-1,Prisoner Convoy,1985,Castle,Lion Knights,Historical,Normal,115.0,4.0,,,https://brickset.com/sets/6055-1,https://images.brickset.com/sets/small/6055-1.jpg,https://images.brickset.com/sets/images/6055-1.jpg
1179,6102-1,Castle Mini-Figures,1985,Castle,Accessories,Historical,Normal,36.0,6.0,,,https://brickset.com/sets/6102-1,https://images.brickset.com/sets/small/6102-1.jpg,https://images.brickset.com/sets/images/6102-1.jpg
1180,6368-1,Jet Airliner,1985,Town,Flight,Modern day,Normal,136.0,2.0,,,https://brickset.com/sets/6368-1,https://images.brickset.com/sets/small/6368-1.jpg,https://images.brickset.com/sets/images/6368-1.jpg
1181,6369-1,Auto Workshop,1985,Town,Shops and Services,Modern day,Normal,134.0,1.0,,,https://brickset.com/sets/6369-1,https://images.brickset.com/sets/small/6369-1.jpg,https://images.brickset.com/sets/images/6369-1.jpg
1182,6370-1,Weekend Home,1985,Town,Leisure,Modern day,Normal,173.0,2.0,,,https://brickset.com/sets/6370-1,https://images.brickset.com/sets/small/6370-1.jpg,https://images.brickset.com/sets/images/6370-1.jpg
1183,6377-1,Delivery Center,1985,Town,Flight,Modern day,Normal,305.0,4.0,,,https://brickset.com/sets/6377-1,https://images.brickset.com/sets/small/6377-1.jpg,https://images.brickset.com/sets/images/6377-1.jpg
1184,6385-1,Fire House-I,1985,Town,Fire,Modern day,Normal,407.0,3.0,,,https://brickset.com/sets/6385-1,https://images.brickset.com/sets/small/6385-1.jpg,https://images.brickset.com/sets/images/6385-1.jpg
1185,6392-1,Airport,1985,Town,Flight,Modern day,Normal,530.0,8.0,,,https://brickset.com/sets/6392-1,https://images.brickset.com/sets/small/6392-1.jpg,https://images.brickset.com/sets/images/6392-1.jpg
1186,6601-1,Ice Cream Cart,1985,Town,Leisure,Modern day,Normal,30.0,1.0,,,https://brickset.com/sets/6601-1,https://images.brickset.com/sets/small/6601-1.jpg,https://images.brickset.com/sets/images/6601-1.jpg
1187,6603-1,Shovel Truck,1985,Town,Construction,Modern day,Normal,27.0,1.0,,,https://brickset.com/sets/6603-1,https://images.brickset.com/sets/small/6603-1.jpg,https://images.brickset.com/sets/images/6603-1.jpg
1188,6604-1,Formula 1 Racer,1985,Town,Racing,Modern day,Normal,31.0,1.0,,,https://brickset.com/sets/6604-1,https://images.brickset.com/sets/small/6604-1.jpg,https://images.brickset.com/sets/images/6604-1.jpg
1189,6631-1,Steam Shovel,1985,Town,Construction,Modern day,Normal,47.0,1.0,,,https://brickset.com/sets/6631-1,https://images.brickset.com/sets/small/6631-1.jpg,https://images.brickset.com/sets/images/6631-1.jpg
1190,6632-1,Tactical Patrol Truck,1985,Town,Police,Modern day,Normal,44.0,1.0,,,https://brickset.com/sets/6632-1,https://images.brickset.com/sets/small/6632-1.jpg,https://images.brickset.com/sets/images/6632-1.jpg
1191,6633-1,Family Car,1985,Town,Vehicles,Modern day,Normal,40.0,1.0,,,https://brickset.com/sets/6633-1,https://images.brickset.com/sets/small/6633-1.jpg,https://images.brickset.com/sets/images/6633-1.jpg
1192,6656-1,Tow Truck,1985,Town,Maintenance,Modern day,Normal,53.0,1.0,,,https://brickset.com/sets/6656-1,https://images.brickset.com/sets/small/6656-1.jpg,https://images.brickset.com/sets/images/6656-1.jpg
1193,6657-1,Fire Patrol Copter,1985,Town,Fire,Modern day,Normal,66.0,1.0,,,https://brickset.com/sets/6657-1,https://images.brickset.com/sets/small/6657-1.jpg,https://images.brickset.com/sets/images/6657-1.jpg
1194,6682-1,Cement Mixer,1985,Town,Construction,Modern day,Normal,90.0,1.0,,,https://brickset.com/sets/6682-1,https://images.brickset.com/sets/small/6682-1.jpg,https://images.brickset.com/sets/images/6682-1.jpg
1195,6688-1,Ambulance,1985,Town,Medical,Modern day,Normal,72.0,2.0,,,https://brickset.com/sets/6688-1,https://images.brickset.com/sets/small/6688-1.jpg,https://images.brickset.com/sets/images/6688-1.jpg
1196,6689-1,Post-Station,1985,Town,Postal,Modern day,Normal,53.0,2.0,,,https://brickset.com/sets/6689-1,https://images.brickset.com/sets/small/6689-1.jpg,https://images.brickset.com/sets/images/6689-1.jpg
1197,6697-1,Rescue-I Helicopter,1985,Town,Emergency,Modern day,Normal,82.0,2.0,,,https://brickset.com/sets/6697-1,https://images.brickset.com/sets/small/6697-1.jpg,https://images.brickset.com/sets/images/6697-1.jpg
1198,6805-1,Astro Dasher,1985,Space,Classic,Action/Adventure,Normal,31.0,1.0,,,https://brickset.com/sets/6805-1,https://images.brickset.com/sets/small/6805-1.jpg,https://images.brickset.com/sets/images/6805-1.jpg
1199,6806-1,Surface Hopper,1985,Space,Classic,Action/Adventure,Normal,23.0,1.0,,,https://brickset.com/sets/6806-1,https://images.brickset.com/sets/small/6806-1.jpg,https://images.brickset.com/sets/images/6806-1.jpg
1200,6807-1,Space Sledge with Astronaut and Robot,1985,Space,Classic,Action/Adventure,Normal,24.0,2.0,,,https://brickset.com/sets/6807-1,https://images.brickset.com/sets/small/6807-1.jpg,https://images.brickset.com/sets/images/6807-1.jpg
1201,6825-1,Cosmic Comet,1985,Space,Classic,Action/Adventure,Normal,40.0,1.0,,,https://brickset.com/sets/6825-1,https://images.brickset.com/sets/small/6825-1.jpg,https://images.brickset.com/sets/images/6825-1.jpg
1202,6826-1,Crater Crawler,1985,Space,Classic,Action/Adventure,Normal,32.0,1.0,,,https://brickset.com/sets/6826-1,https://images.brickset.com/sets/small/6826-1.jpg,https://images.brickset.com/sets/images/6826-1.jpg
1203,6847-1,Space Dozer,1985,Space,Classic,Action/Adventure,Normal,49.0,1.0,,,https://brickset.com/sets/6847-1,https://images.brickset.com/sets/small/6847-1.jpg,https://images.brickset.com/sets/images/6847-1.jpg
1204,6848-2,Inter-Planetary Shuttle,1985,Space,Classic,Action/Adventure,Normal,62.0,1.0,,,https://brickset.com/sets/6848-2,https://images.brickset.com/sets/small/6848-2.jpg,https://images.brickset.com/sets/images/6848-2.jpg
1205,6872-1,Xenon X-Craft,1985,Space,Classic,Action/Adventure,Normal,74.0,2.0,,,https://brickset.com/sets/6872-1,https://images.brickset.com/sets/small/6872-1.jpg,https://images.brickset.com/sets/images/6872-1.jpg
1206,6882-1,Walking Astro Grappler,1985,Space,Classic,Action/Adventure,Normal,92.0,1.0,,,https://brickset.com/sets/6882-1,https://images.brickset.com/sets/small/6882-1.jpg,https://images.brickset.com/sets/images/6882-1.jpg
1207,6891-1,Gamma V Laser Craft,1985,Space,Classic,Action/Adventure,Normal,144.0,2.0,,,https://brickset.com/sets/6891-1,https://images.brickset.com/sets/small/6891-1.jpg,https://images.brickset.com/sets/images/6891-1.jpg
1208,6931-1,FX Star Patroller,1985,Space,Classic,Action/Adventure,Normal,239.0,2.0,,,https://brickset.com/sets/6931-1,https://images.brickset.com/sets/small/6931-1.jpg,https://images.brickset.com/sets/images/6931-1.jpg
1209,6952-1,Solar Power Transporter,1985,Space,Classic,Action/Adventure,Normal,317.0,5.0,,,https://brickset.com/sets/6952-1,https://images.brickset.com/sets/small/6952-1.jpg,https://images.brickset.com/sets/images/6952-1.jpg
1210,7715-1,Push-Along Passenger Steam Train,1985,Trains,4.5/12V,Modern day,Normal,449.0,5.0,,,https://brickset.com/sets/7715-1,https://images.brickset.com/sets/small/7715-1.jpg,https://images.brickset.com/sets/images/7715-1.jpg
1211,7722-1,Steam Cargo Train Set,1985,Trains,4.5/12V,Modern day,Normal,495.0,3.0,,,https://brickset.com/sets/7722-1,https://images.brickset.com/sets/small/7722-1.jpg,https://images.brickset.com/sets/images/7722-1.jpg
1212,7735-1,Freight Train Set,1985,Trains,4.5/12V,Modern day,Normal,509.0,2.0,,,https://brickset.com/sets/7735-1,https://images.brickset.com/sets/small/7735-1.jpg,https://images.brickset.com/sets/images/7735-1.jpg
1213,7745-1,High-Speed City Express Passenger Train Set,1985,Trains,4.5/12V,Modern day,Normal,736.0,10.0,,,https://brickset.com/sets/7745-1,https://images.brickset.com/sets/small/7745-1.jpg,https://images.brickset.com/sets/images/7745-1.jpg
1214,7817-1,Crane Wagon,1985,Trains,4.5/12V,Modern day,Normal,147.0,1.0,,,https://brickset.com/sets/7817-1,https://images.brickset.com/sets/small/7817-1.jpg,https://images.brickset.com/sets/images/7817-1.jpg
1215,7835-1,Road Crossing,1985,Trains,4.5/12V,Modern day,Normal,129.0,1.0,,,https://brickset.com/sets/7835-1,https://images.brickset.com/sets/small/7835-1.jpg,https://images.brickset.com/sets/images/7835-1.jpg
1216,70012-1,V-belts / Rubber Bands,1985,Service Packs,Technic,Miscellaneous,Normal,20.0,,,,https://brickset.com/sets/70012-1,,
1217,73129-1,Shock Absorbers,1985,Service Packs,Technic,Miscellaneous,Normal,4.0,,,,https://brickset.com/sets/73129-1,https://images.brickset.com/sets/small/73129-1.jpg,https://images.brickset.com/sets/images/73129-1.jpg
1218,390-1,Helicopter,1986,Basic,Universal Building Set,Basic,Normal,24.0,1.0,,,https://brickset.com/sets/390-1,https://images.brickset.com/sets/small/390-1.jpg,https://images.brickset.com/sets/images/390-1.jpg
1219,391-2,Police Car,1986,Basic,,Basic,Normal,21.0,1.0,,,https://brickset.com/sets/391-2,https://images.brickset.com/sets/small/391-2.jpg,https://images.brickset.com/sets/images/391-2.jpg
1220,392-2,Fire Engine,1986,Basic,,Basic,Normal,23.0,1.0,,,https://brickset.com/sets/392-2,https://images.brickset.com/sets/small/392-2.jpg,https://images.brickset.com/sets/images/392-2.jpg
1221,393-2,Tow Truck,1986,Basic,,Basic,Normal,29.0,1.0,,,https://brickset.com/sets/393-2,https://images.brickset.com/sets/small/393-2.jpg,https://images.brickset.com/sets/images/393-2.jpg
1222,800-2,Extra Bricks Red,1986,Basic,Supplementaries,Basic,Normal,62.0,,,,https://brickset.com/sets/800-2,https://images.brickset.com/sets/small/800-2.jpg,https://images.brickset.com/sets/images/800-2.jpg
1223,801-2,Extra Bricks Blue,1986,Basic,Supplementaries,Basic,Normal,82.0,,,,https://brickset.com/sets/801-2,https://images.brickset.com/sets/small/801-2.jpg,https://images.brickset.com/sets/images/801-2.jpg
1224,802-2,Extra Bricks White,1986,Basic,Supplementaries,Basic,Normal,30.0,,,,https://brickset.com/sets/802-2,https://images.brickset.com/sets/small/802-2.jpg,https://images.brickset.com/sets/images/802-2.jpg
1225,803-1,Extra Bricks Yellow,1986,Basic,Supplementaries,Basic,Normal,62.0,,,,https://brickset.com/sets/803-1,https://images.brickset.com/sets/small/803-1.jpg,https://images.brickset.com/sets/images/803-1.jpg
1226,804-1,Extra Bricks Black,1986,Basic,Supplementaries,Basic,Normal,62.0,,,,https://brickset.com/sets/804-1,https://images.brickset.com/sets/small/804-1.jpg,https://images.brickset.com/sets/images/804-1.jpg
1227,805-1,Extra Bricks Grey,1986,Basic,Supplementaries,Basic,Normal,62.0,,,,https://brickset.com/sets/805-1,https://images.brickset.com/sets/small/805-1.jpg,https://images.brickset.com/sets/images/805-1.jpg
1228,806-1,Extra Plates Blue,1986,Basic,Supplementaries,Basic,Normal,42.0,,,,https://brickset.com/sets/806-1,,
1229,807-1,Extra Plates Red,1986,Basic,Supplementaries,Basic,Normal,42.0,,,,https://brickset.com/sets/807-1,,
1230,808-1,Wheels and Tyres,1986,Basic,Supplementaries,Basic,Normal,40.0,,,,https://brickset.com/sets/808-1,https://images.brickset.com/sets/small/808-1.jpg,https://images.brickset.com/sets/images/808-1.jpg
1231,809-1,Doors and Windows,1986,Basic,Supplementaries,Basic,Normal,38.0,,,,https://brickset.com/sets/809-1,https://images.brickset.com/sets/small/809-1.jpg,https://images.brickset.com/sets/images/809-1.jpg
1232,811-1,"Red Roof Bricks, Steep Pitch",1986,Basic,Supplementaries,Basic,Normal,59.0,,,,https://brickset.com/sets/811-1,https://images.brickset.com/sets/small/811-1.jpg,https://images.brickset.com/sets/images/811-1.jpg
1233,812-2,"Red Roof Bricks, Shallow Pitch",1986,Basic,Supplementaries,Basic,Normal,60.0,,,,https://brickset.com/sets/812-2,https://images.brickset.com/sets/small/812-2.jpg,https://images.brickset.com/sets/images/812-2.jpg
1234,813-1,"Baseplate, Green",1986,Basic,Supplementaries,Basic,Normal,1.0,,,,https://brickset.com/sets/813-1,https://images.brickset.com/sets/small/813-1.jpg,https://images.brickset.com/sets/images/813-1.jpg
1235,814-1,"Baseplates, Green, Red and Yellow",1986,Basic,Supplementaries,Basic,Normal,3.0,,,,https://brickset.com/sets/814-1,https://images.brickset.com/sets/small/814-1.jpg,https://images.brickset.com/sets/images/814-1.jpg
1236,815-1,"Baseplate, Grey",1986,Basic,Supplementaries,Basic,Normal,1.0,,,,https://brickset.com/sets/815-1,https://images.brickset.com/sets/small/815-1.jpg,https://images.brickset.com/sets/images/815-1.jpg
1237,816-1,"Lighting Bricks, 4.5V",1986,Basic,Supplementaries,Basic,Normal,18.0,,,,https://brickset.com/sets/816-1,https://images.brickset.com/sets/small/816-1.jpg,https://images.brickset.com/sets/images/816-1.jpg
1238,1000-1,Mosaic Set,1986,Dacta,,Educational,Normal,191.0,,,,https://brickset.com/sets/1000-1,https://images.brickset.com/sets/small/1000-1.jpg,https://images.brickset.com/sets/images/1000-1.jpg
1239,1014-2,"Mosaic Set (Pets: dogs, cats, hens, rabbits)",1986,Dacta,,Educational,Normal,80.0,,,,https://brickset.com/sets/1014-2,https://images.brickset.com/sets/small/1014-2.jpg,https://images.brickset.com/sets/images/1014-2.jpg
1240,1019-1,Mosaic Set (Lion),1986,Dacta,,Educational,Normal,20.0,,,,https://brickset.com/sets/1019-1,https://images.brickset.com/sets/small/1019-1.jpg,https://images.brickset.com/sets/images/1019-1.jpg
1241,1020-1,Basic Bricks - 90 elements,1986,Dacta,,Educational,Normal,86.0,,,,https://brickset.com/sets/1020-1,https://images.brickset.com/sets/small/1020-1.jpg,https://images.brickset.com/sets/images/1020-1.jpg
1242,1021-1,Basic Vehicles - 78 elements,1986,Dacta,,Educational,Normal,94.0,12.0,,,https://brickset.com/sets/1021-1,https://images.brickset.com/sets/small/1021-1.jpg,https://images.brickset.com/sets/images/1021-1.jpg
1243,1022-1,Mini Basic Bricks - 29 elements,1986,Dacta,,Educational,Normal,29.0,2.0,,,https://brickset.com/sets/1022-1,https://images.brickset.com/sets/small/1022-1.jpg,https://images.brickset.com/sets/images/1022-1.jpg
1244,1023-1,Giant Red Baseplate,1986,Dacta,,Educational,Normal,1.0,,,,https://brickset.com/sets/1023-1,,
1245,1028-1,6 x 12 Base Bricks,1986,Dacta,,Educational,Normal,6.0,,,,https://brickset.com/sets/1028-1,https://images.brickset.com/sets/small/1028-1.jpg,https://images.brickset.com/sets/images/1028-1.jpg
