record_id,set_id,name,year,theme,subtheme,themeGroup,category,pieces,minifigs,agerange_min,US_retailPrice,bricksetURL,thumbnailURL,imageURL
625,856-1,Bulldozer,1979,Technic,,Technical,Normal,372.0,,,,https://brickset.com/sets/856-1,https://images.brickset.com/sets/small/856-1.jpg,https://images.brickset.com/sets/images/856-1.jpg
626,857-1,Motorbike with Sidecar,1979,Technic,,Technical,Normal,409.0,,,,https://brickset.com/sets/857-1,https://images.brickset.com/sets/small/857-1.jpg,https://images.brickset.com/sets/images/857-1.jpg
627,874-1,Yellow Beams with Connector Pegs,1979,Technic,Supplementary,Technical,Normal,38.0,,,,https://brickset.com/sets/874-1,https://images.brickset.com/sets/small/874-1.jpg,https://images.brickset.com/sets/images/874-1.jpg
628,875-1,Red Beams with Connector Pegs,1979,Technic,Supplementary,Technical,Normal,38.0,,,,https://brickset.com/sets/875-1,https://images.brickset.com/sets/small/875-1.jpg,https://images.brickset.com/sets/images/875-1.jpg
629,876-1,Blue Beams with Connector Pegs,1979,Technic,Supplementary,Technical,Normal,38.0,,,,https://brickset.com/sets/876-1,https://images.brickset.com/sets/small/876-1.jpg,https://images.brickset.com/sets/images/876-1.jpg
630,877-1,Steering Gear Parts,1979,Technic,Supplementary,Technical,Normal,24.0,,,,https://brickset.com/sets/877-1,https://images.brickset.com/sets/small/877-1.jpg,https://images.brickset.com/sets/images/877-1.jpg
631,878-1,Piston Parts,1979,Technic,Supplementary,Technical,Normal,52.0,,,,https://brickset.com/sets/878-1,https://images.brickset.com/sets/small/878-1.jpg,https://images.brickset.com/sets/images/878-1.jpg
632,879-1,Gear Wheels with Chain Links,1979,Technic,Supplementary,Technical,Normal,87.0,,,,https://brickset.com/sets/879-1,https://images.brickset.com/sets/small/879-1.jpg,https://images.brickset.com/sets/images/879-1.jpg
633,880-1,12 Volt Motor,1979,Technic,Supplementary,Technical,Normal,22.0,,,,https://brickset.com/sets/880-1,https://images.brickset.com/sets/small/880-1.jpg,https://images.brickset.com/sets/images/880-1.jpg
634,885-1,Space Scooter,1979,Space,Classic,Action/Adventure,Normal,20.0,1.0,,,https://brickset.com/sets/885-1,https://images.brickset.com/sets/small/885-1.jpg,https://images.brickset.com/sets/images/885-1.jpg
635,886-1,Space Buggy,1979,Space,Classic,Action/Adventure,Normal,20.0,1.0,,,https://brickset.com/sets/886-1,https://images.brickset.com/sets/small/886-1.jpg,https://images.brickset.com/sets/images/886-1.jpg
636,889-1,Radar Truck,1979,Space,Classic,Action/Adventure,Normal,29.0,1.0,,,https://brickset.com/sets/889-1,https://images.brickset.com/sets/small/889-1.jpg,https://images.brickset.com/sets/images/889-1.jpg
637,891-1,Two Seater Space Scooter,1979,Space,Classic,Action/Adventure,Normal,39.0,1.0,,,https://brickset.com/sets/891-1,https://images.brickset.com/sets/small/891-1.jpg,https://images.brickset.com/sets/images/891-1.jpg
638,894-1,Mobile Ground Tracking Station,1979,Space,Classic,Action/Adventure,Normal,76.0,1.0,,,https://brickset.com/sets/894-1,https://images.brickset.com/sets/small/894-1.jpg,https://images.brickset.com/sets/images/894-1.jpg
639,897-1,Mobile rocket launcher,1979,Space,Classic,Action/Adventure,Normal,76.0,2.0,,,https://brickset.com/sets/897-1,https://images.brickset.com/sets/small/897-1.jpg,https://images.brickset.com/sets/images/897-1.jpg
640,918-1,Space Transport,1979,Space,Classic,Action/Adventure,Normal,86.0,1.0,,,https://brickset.com/sets/918-1,https://images.brickset.com/sets/small/918-1.jpg,https://images.brickset.com/sets/images/918-1.jpg
641,920-2,Rocket Launch Pad,1979,Space,Classic,Action/Adventure,Normal,186.0,3.0,,,https://brickset.com/sets/920-2,https://images.brickset.com/sets/small/920-2.jpg,https://images.brickset.com/sets/images/920-2.jpg
642,924-1,Space Transporter,1979,Space,Classic,Action/Adventure,Normal,170.0,2.0,,,https://brickset.com/sets/924-1,https://images.brickset.com/sets/small/924-1.jpg,https://images.brickset.com/sets/images/924-1.jpg
643,926-1,Command Centre,1979,Space,Classic,Action/Adventure,Normal,173.0,4.0,,,https://brickset.com/sets/926-1,https://images.brickset.com/sets/small/926-1.jpg,https://images.brickset.com/sets/images/926-1.jpg
644,928-1,Space Cruiser And Moonbase,1979,Space,Classic,Action/Adventure,Normal,338.0,4.0,,,https://brickset.com/sets/928-1,https://images.brickset.com/sets/small/928-1.jpg,https://images.brickset.com/sets/images/928-1.jpg
645,950-1,Forklift,1979,Technic,,Technical,Normal,208.0,,,,https://brickset.com/sets/950-1,https://images.brickset.com/sets/small/950-1.jpg,https://images.brickset.com/sets/images/950-1.jpg
646,951-1,Bulldozer,1979,Technic,,Technical,Normal,372.0,,,,https://brickset.com/sets/951-1,https://images.brickset.com/sets/small/951-1.jpg,https://images.brickset.com/sets/images/951-1.jpg
647,955-1,Mobile Crane,1979,Technic,,Technical,Normal,512.0,,,,https://brickset.com/sets/955-1,https://images.brickset.com/sets/small/955-1.jpg,https://images.brickset.com/sets/images/955-1.jpg
648,1072-1,Supplementary LEGO Set,1979,Dacta,,Educational,Normal,304.0,,,,https://brickset.com/sets/1072-1,https://images.brickset.com/sets/small/1072-1.jpg,https://images.brickset.com/sets/images/1072-1.jpg
649,1083-2,50 x 50 LEGO Gray Baseplate,1979,Dacta,,Educational,Normal,1.0,,,,https://brickset.com/sets/1083-2,https://images.brickset.com/sets/small/1083-2.jpg,https://images.brickset.com/sets/images/1083-2.jpg
650,1091-1,Lego Educational Storage Cloth,1979,Dacta,,Educational,Normal,1.0,,,,https://brickset.com/sets/1091-1,https://images.brickset.com/sets/small/1091-1.jpg,https://images.brickset.com/sets/images/1091-1.jpg
651,1236-3,12V Technic Motor,1979,Service Packs,Technic,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/1236-3,,
652,7170-1,Educational Refill Pack,1979,Samsonite,Educational,Vintage,Normal,1112.0,,,,https://brickset.com/sets/7170-1,,
653,722-1,"Universal Building Set, 7+",1980,Basic,,Basic,Normal,301.0,,,,https://brickset.com/sets/722-1,https://images.brickset.com/sets/small/722-1.jpg,https://images.brickset.com/sets/images/722-1.jpg
654,733-1,"Universal Building Set, 7+",1980,Basic,,Basic,Normal,533.0,,,,https://brickset.com/sets/733-1,https://images.brickset.com/sets/small/733-1.jpg,https://images.brickset.com/sets/images/733-1.jpg
655,744-1,"Universal Building Set with Motor, 7+",1980,Basic,,Basic,Normal,537.0,,,,https://brickset.com/sets/744-1,https://images.brickset.com/sets/small/744-1.jpg,https://images.brickset.com/sets/images/744-1.jpg
656,820-1,Red Plates Parts Pack,1980,Basic,Supplementaries,Basic,Normal,34.0,,,,https://brickset.com/sets/820-1,https://images.brickset.com/sets/small/820-1.jpg,https://images.brickset.com/sets/images/820-1.jpg
657,822-1,Blue Plates Parts Pack,1980,Basic,Supplementaries,Basic,Normal,34.0,,,,https://brickset.com/sets/822-1,https://images.brickset.com/sets/small/822-1.jpg,https://images.brickset.com/sets/images/822-1.jpg
658,830-1,Red Bricks Parts Pack,1980,Basic,Supplementaries,Basic,Normal,46.0,,,,https://brickset.com/sets/830-1,https://images.brickset.com/sets/small/830-1.jpg,https://images.brickset.com/sets/images/830-1.jpg
659,831-1,Black Bricks Parts Pack,1980,Basic,Supplementaries,Basic,Normal,46.0,,,,https://brickset.com/sets/831-1,https://images.brickset.com/sets/small/831-1.jpg,https://images.brickset.com/sets/images/831-1.jpg
660,832-1,Blue Bricks Parts Pack,1980,Basic,Supplementaries,Basic,Normal,46.0,,,,https://brickset.com/sets/832-1,https://images.brickset.com/sets/small/832-1.jpg,https://images.brickset.com/sets/images/832-1.jpg
661,833-1,White Bricks Parts Pack,1980,Basic,Supplementaries,Basic,Normal,46.0,,,,https://brickset.com/sets/833-1,https://images.brickset.com/sets/small/833-1.jpg,https://images.brickset.com/sets/images/833-1.jpg
662,834-1,Yellow Bricks Parts Pack,1980,Basic,Supplementaries,Basic,Normal,46.0,,,,https://brickset.com/sets/834-1,https://images.brickset.com/sets/small/834-1.jpg,https://images.brickset.com/sets/images/834-1.jpg
663,836-1,Doors and Windows Parts Pack,1980,Basic,Supplementaries,Basic,Normal,37.0,,,,https://brickset.com/sets/836-1,https://images.brickset.com/sets/small/836-1.jpg,https://images.brickset.com/sets/images/836-1.jpg
664,837-1,Wheels and Tyres Parts Pack,1980,Basic,Supplementaries,Basic,Normal,28.0,,,,https://brickset.com/sets/837-1,https://images.brickset.com/sets/small/837-1.jpg,https://images.brickset.com/sets/images/837-1.jpg
665,838-1,"Red Roof Bricks Parts Pack, 45°",1980,Basic,Supplementaries,Basic,Normal,58.0,,,,https://brickset.com/sets/838-1,https://images.brickset.com/sets/small/838-1.jpg,https://images.brickset.com/sets/images/838-1.jpg
666,839-1,"Red Roof Bricks Parts Pack, 33°",1980,Basic,Supplementaries,Basic,Normal,42.0,,,,https://brickset.com/sets/839-1,https://images.brickset.com/sets/small/839-1.jpg,https://images.brickset.com/sets/images/839-1.jpg
667,840-1,"Baseplate, Green",1980,Basic,Supplementaries,Basic,Normal,1.0,,,,https://brickset.com/sets/840-1,https://images.brickset.com/sets/small/840-1.jpg,https://images.brickset.com/sets/images/840-1.jpg
668,841-1,"Baseplates, Green and Yellow",1980,Basic,Supplementaries,Basic,Normal,2.0,,,,https://brickset.com/sets/841-1,https://images.brickset.com/sets/small/841-1.jpg,https://images.brickset.com/sets/images/841-1.jpg
669,842-1,"Baseplates, Red and Blue",1980,Basic,Supplementaries,Basic,Normal,2.0,,,,https://brickset.com/sets/842-1,,
670,843-1,"Baseplate, Grey",1980,Basic,Supplementaries,Basic,Normal,1.0,,,,https://brickset.com/sets/843-1,https://images.brickset.com/sets/small/843-1.jpg,https://images.brickset.com/sets/images/843-1.jpg
671,858-1,Auto Engines,1980,Technic,,Technical,Normal,242.0,,,,https://brickset.com/sets/858-1,https://images.brickset.com/sets/small/858-1.jpg,https://images.brickset.com/sets/images/858-1.jpg
672,1005-1,Wallboard/baseplate 40x80cm,1980,Education,,Educational,Normal,,,,,https://brickset.com/sets/1005-1,https://images.brickset.com/sets/small/1005-1.jpg,https://images.brickset.com/sets/images/1005-1.jpg
673,1041-2,Educational Duplo Building Set,1980,Dacta,,Educational,Normal,68.0,,,,https://brickset.com/sets/1041-2,https://images.brickset.com/sets/small/1041-2.jpg,https://images.brickset.com/sets/images/1041-2.jpg
674,1050-2,Universal set for boys and girls,1980,Dacta,,Educational,Normal,,,6.0,,https://brickset.com/sets/1050-2,https://images.brickset.com/sets/small/1050-2.jpg,https://images.brickset.com/sets/images/1050-2.jpg
675,1062-1,{Town Vehicles},1980,Dacta,,Educational,Normal,172.0,6.0,,,https://brickset.com/sets/1062-1,https://images.brickset.com/sets/small/1062-1.jpg,https://images.brickset.com/sets/images/1062-1.jpg
676,1075-1,LEGO People Supplementary Set,1980,Dacta,,Educational,Normal,304.0,,,,https://brickset.com/sets/1075-1,https://images.brickset.com/sets/small/1075-1.jpg,https://images.brickset.com/sets/images/1075-1.jpg
677,1076-2,LEGO Car and Truck Supplementary Set,1980,Dacta,,Educational,Normal,,,,,https://brickset.com/sets/1076-2,https://images.brickset.com/sets/small/1076-2.jpg,https://images.brickset.com/sets/images/1076-2.jpg
678,1101-1,Replacement 4.5V Motor,1980,Service Packs,,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/1101-1,https://images.brickset.com/sets/small/1101-1.jpg,https://images.brickset.com/sets/images/1101-1.jpg
679,1103-1,Battery Box,1980,Service Packs,,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/1103-1,,
680,1104-1,Two Connector Leads,1980,Service Packs,,Miscellaneous,Normal,2.0,,,,https://brickset.com/sets/1104-1,,
681,1106-1,Battery Tender for Trains,1980,Service Packs,Trains,Miscellaneous,Normal,2.0,,,,https://brickset.com/sets/1106-1,https://images.brickset.com/sets/small/1106-1.jpg,https://images.brickset.com/sets/images/1106-1.jpg
682,1107-1,Two Shunting Trip-Posts and One Signal,1980,Service Packs,Trains,Miscellaneous,Normal,4.0,,,,https://brickset.com/sets/1107-1,https://images.brickset.com/sets/small/1107-1.jpg,https://images.brickset.com/sets/images/1107-1.jpg
683,1108-1,Two Pairs of Magnetic Couplings,1980,Service Packs,Trains,Miscellaneous,Normal,4.0,,,,https://brickset.com/sets/1108-1,,
684,1111-1,Eight Rubber Rims for Locomotive Wheels,1980,Service Packs,Trains,Miscellaneous,Normal,8.0,,,,https://brickset.com/sets/1111-1,,
685,1113-1,Motor Frame 6 x 16 Stud Plus Four Buffers,1980,Service Packs,,Miscellaneous,Normal,5.0,,,,https://brickset.com/sets/1113-1,https://images.brickset.com/sets/small/1113-1.jpg,https://images.brickset.com/sets/images/1113-1.jpg
686,1114-1,Motor Frame 6 x 22 Stud,1980,Service Packs,,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/1114-1,https://images.brickset.com/sets/small/1114-1.jpg,https://images.brickset.com/sets/images/1114-1.jpg
687,1115-1,"Lighting Brick, 4.5V",1980,Service Packs,,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/1115-1,https://images.brickset.com/sets/small/1115-1.jpg,https://images.brickset.com/sets/images/1115-1.jpg
688,1120-1,"Two Tyres, 42 mm Diameter",1980,Service Packs,,Miscellaneous,Normal,2.0,,,,https://brickset.com/sets/1120-1,https://images.brickset.com/sets/small/1120-1.jpg,https://images.brickset.com/sets/images/1120-1.jpg
689,1122-1,Hinge Units,1980,Service Packs,,Miscellaneous,Normal,3.0,,,,https://brickset.com/sets/1122-1,,
690,1123-1,Ball and Socket Couplings & One Articulated Joint,1980,Service Packs,,Miscellaneous,Normal,8.0,,,,https://brickset.com/sets/1123-1,https://images.brickset.com/sets/small/1123-1.jpg,https://images.brickset.com/sets/images/1123-1.jpg
691,1125-1,Crane Grab Assembly,1980,Service Packs,,Miscellaneous,Normal,3.0,,,,https://brickset.com/sets/1125-1,,
692,1129-2,Spread Bag,1980,Service Packs,,Miscellaneous,Normal,34.0,,,,https://brickset.com/sets/1129-2,,
693,1130-1,Plastic Folder for Building Instructions,1980,Service Packs,,Miscellaneous,Normal,1.0,,,,https://brickset.com/sets/1130-1,https://images.brickset.com/sets/small/1130-1.jpg,https://images.brickset.com/sets/images/1130-1.jpg
694,1591-1,Danone Delivery Truck,1980,Town,Special,Modern day,Normal,40.0,,,,https://brickset.com/sets/1591-1,https://images.brickset.com/sets/small/1591-1.jpg,https://images.brickset.com/sets/images/1591-1.jpg
695,1592-1,Town Square - Castle Scene,1980,Town,Classic,Modern day,Normal,471.0,11.0,,,https://brickset.com/sets/1592-1,https://images.brickset.com/sets/small/1592-1.jpg,https://images.brickset.com/sets/images/1592-1.jpg
696,1651-2,Maersk Line Container Lorry,1980,Town,Special,Modern day,Normal,305.0,1.0,,,https://brickset.com/sets/1651-2,https://images.brickset.com/sets/small/1651-2.jpg,https://images.brickset.com/sets/images/1651-2.jpg
697,2053-1,Rock 'n' Roll Pull-Toy,1980,Duplo,,Pre-school,Normal,4.0,1.0,,,https://brickset.com/sets/2053-1,,
698,2056-1,Rock 'n' Rattle Pull-Toy,1980,Duplo,,Pre-school,Normal,6.0,1.0,,,https://brickset.com/sets/2056-1,,
699,2620-1,Sports Car,1980,Duplo,,Pre-school,Normal,2.0,1.0,,,https://brickset.com/sets/2620-1,,
700,2623-1,Delivery Van,1980,Duplo,,Pre-school,Normal,6.0,1.0,,,https://brickset.com/sets/2623-1,,
701,2625-1,Car with Boat and Trailer,1980,Duplo,,Pre-school,Normal,6.0,1.0,,,https://brickset.com/sets/2625-1,https://images.brickset.com/sets/small/2625-1.jpg,https://images.brickset.com/sets/images/2625-1.jpg
702,2627-1,Pony Trailer,1980,Duplo,,Pre-school,Normal,5.0,1.0,,,https://brickset.com/sets/2627-1,,
703,2630-1,Family Room,1980,Duplo,,Pre-school,Normal,9.0,3.0,,,https://brickset.com/sets/2630-1,,
704,2640-1,Grocery Store,1980,Duplo,,Pre-school,Normal,23.0,2.0,,,https://brickset.com/sets/2640-1,,
705,2643-2,Playbox,1980,Duplo,,Pre-school,Normal,1.0,,,,https://brickset.com/sets/2643-2,,
706,2645-1,Nursery School,1980,Duplo,,Pre-school,Normal,29.0,6.0,,,https://brickset.com/sets/2645-1,,
707,2650-1,Farm,1980,Duplo,,Pre-school,Normal,60.0,5.0,,,https://brickset.com/sets/2650-1,,
708,3602-1,Pram - Lisa Lamb Goes Walking,1980,Fabuland,,Junior,Normal,3.0,1.0,,,https://brickset.com/sets/3602-1,https://images.brickset.com/sets/small/3602-1.jpg,https://images.brickset.com/sets/images/3602-1.jpg
709,3604-1,Mark Monkey with his Fruit Stall,1980,Fabuland,,Junior,Normal,3.0,1.0,,,https://brickset.com/sets/3604-1,https://images.brickset.com/sets/small/3604-1.jpg,https://images.brickset.com/sets/images/3604-1.jpg
710,3605-1,Ricky Racoon and his Scooter,1980,Fabuland,,Junior,Normal,1.0,1.0,3.0,,https://brickset.com/sets/3605-1,https://images.brickset.com/sets/small/3605-1.jpg,https://images.brickset.com/sets/images/3605-1.jpg
711,3634-1,Charlie Crow's Carry-All,1980,Fabuland,,Junior,Normal,17.0,1.0,,,https://brickset.com/sets/3634-1,https://images.brickset.com/sets/small/3634-1.jpg,https://images.brickset.com/sets/images/3634-1.jpg
712,3665-1,Harry Horse and Clara Cow's Ice Cream Shoppe,1980,Fabuland,,Junior,Normal,36.0,2.0,,,https://brickset.com/sets/3665-1,https://images.brickset.com/sets/small/3665-1.jpg,https://images.brickset.com/sets/images/3665-1.jpg
713,4306-1,Rings,1980,Scala,Jewellery,Girls,Normal,15.0,,,,https://brickset.com/sets/4306-1,https://images.brickset.com/sets/small/4306-1.jpg,https://images.brickset.com/sets/images/4306-1.jpg
714,4307-1,Rings,1980,Scala,Jewellery,Girls,Normal,15.0,,,,https://brickset.com/sets/4307-1,https://images.brickset.com/sets/small/4307-1.jpg,https://images.brickset.com/sets/images/4307-1.jpg
715,4336-1,Picture Frame and Mirror,1980,Scala,Jewellery,Girls,Normal,52.0,,,,https://brickset.com/sets/4336-1,https://images.brickset.com/sets/small/4336-1.jpg,https://images.brickset.com/sets/images/4336-1.jpg
716,5233-1,Bedroom,1980,Homemaker,,Vintage,Normal,26.0,1.0,,,https://brickset.com/sets/5233-1,https://images.brickset.com/sets/small/5233-2.jpg,https://images.brickset.com/sets/images/5233-2.jpg
717,6000-1,LEGOLAND Idea Book,1980,Books,LEGO,Miscellaneous,Book,,,,,https://brickset.com/sets/6000-1,https://images.brickset.com/sets/small/6000-1.jpg,https://images.brickset.com/sets/images/6000-1.jpg
718,6304-1,"Road Plates, Cross",1980,Town,Accessories,Modern day,Normal,2.0,,,,https://brickset.com/sets/6304-1,https://images.brickset.com/sets/small/6304-1.jpg,https://images.brickset.com/sets/images/6304-1.jpg
719,6305-1,Trees and Flowers,1980,Town,Accessories,Modern day,Normal,12.0,,,,https://brickset.com/sets/6305-1,https://images.brickset.com/sets/small/6305-1.jpg,https://images.brickset.com/sets/images/6305-1.jpg
